C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_39_716.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_39_716.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_39_716.png,0,0,0,7.84E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_39_824.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_39_824.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_39_824.png,0,0,0,8.20E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_39_932.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_39_932.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_39_932.png,0,0,0,7.89E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_40_037.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_40_037.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_40_037.png,0,0,0,8.13E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_40_140.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_40_140.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_40_140.png,0,0,0,7.85E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_40_244.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_40_244.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_40_244.png,0,0,0,7.85E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_40_346.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_40_346.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_40_346.png,0,0,0,7.84E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_40_451.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_40_451.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_40_451.png,0,0,0,7.80E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_40_557.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_40_557.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_40_557.png,0,0,0,7.89E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_40_660.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_40_660.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_40_660.png,0,0,0,8.01E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_40_761.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_40_761.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_40_761.png,0,0,0,7.96E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_40_862.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_40_862.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_40_862.png,0,0,0,8.02E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_40_963.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_40_963.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_40_963.png,0,0,0,7.77E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_41_067.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_41_067.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_41_067.png,0,0,0,7.81E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_41_173.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_41_173.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_41_173.png,0,0,0,7.86E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_41_275.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_41_275.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_41_275.png,0,0,0,7.86E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_41_376.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_41_376.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_41_376.png,0,0,0,7.83E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_41_478.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_41_478.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_41_478.png,0,0,0,7.96E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_41_583.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_41_583.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_41_583.png,0,0,0,7.82E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_41_685.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_41_685.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_41_685.png,0,0,0,7.96E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_41_793.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_41_793.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_41_793.png,0,0,0,7.84E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_41_897.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_41_897.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_41_897.png,0,0,0,7.94E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_41_996.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_41_996.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_41_996.png,0,0,0,7.77E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_42_103.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_42_103.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_42_103.png,0,0,0,7.94E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_10_42_207.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_10_42_207.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_10_42_207.png,0,0,0,7.80E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_03_924.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_03_924.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_03_924.png,0,0,0,7.89E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_04_026.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_04_026.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_04_026.png,0,0,0,8.04E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_04_127.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_04_127.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_04_127.png,0,0,0,7.84E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_04_229.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_04_229.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_04_229.png,0,0,0,7.80E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_04_330.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_04_330.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_04_330.png,0,0,0,7.79E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_04_432.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_04_432.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_04_432.png,0,0,0,7.87E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_04_531.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_04_531.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_04_531.png,0,0,0,7.88E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_04_633.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_04_633.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_04_633.png,0,0,0,7.78E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_04_734.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_04_734.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_04_734.png,0,0,0,7.84E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_04_837.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_04_837.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_04_837.png,0,0,0,7.82E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_04_940.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_04_940.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_04_940.png,0,0,0,7.80E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_05_044.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_05_044.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_05_044.png,0,0,0,7.99E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_05_145.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_05_145.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_05_145.png,0,0,0,7.96E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_05_245.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_05_245.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_05_245.png,0,0,0,7.84E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_05_347.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_05_347.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_05_347.png,0,0,0,7.89E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_05_448.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_05_448.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_05_448.png,0,0,0,7.82E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_05_549.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_05_549.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_05_549.png,0,0,0,7.86E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_05_652.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_05_652.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_05_652.png,0,0,0,7.85E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_05_751.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_05_751.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_05_751.png,0,0,0,7.81E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_05_854.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_05_854.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_05_854.png,0,0,0,7.82E-05
C:\Users\SHRIDHAR\Desktop\Data\IMG\center_2019_11_01_16_56_05_957.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\left_2019_11_01_16_56_05_957.png, C:\Users\SHRIDHAR\Desktop\Data\IMG\right_2019_11_01_16_56_05_957.png,0,0,0,7.84E-05
